Age,Gender,Job,Income,Relation,Event,Gift
20,Female,Student,0,Wife,Birthday,shoes
15,Female,Student,0,Wife,Birthday,makeup
20,Female,Student,0,Wife,Birthday,perfumes
15,Female,Student,0,Wife,Birthday,perfumes
20,Female,Student,20000,Wife,Birthday,Something special... really special
20,Male,Doctor,0,Wife,Birthday,
15,Male,Student,0,Wife,Birthday,personal computer or laptop
15,Female,Student,0,Wife,Birthday,Chocolate and rose
25,Male,employee,5000,Wife,Birthday,clothes
20,Male,Student,0,Wife,Birthday,smart watch
20,Male,Student,0,Wife,Birthday,football shoes
25,Male,mechanic,5000,Wife,Birthday,flowers
25,Male,Teacher,5000,Wife,Birthday,books
20,Male,Student,0,Wife,Birthday,neckless
15,Male,Student,0,Wife,Birthday,wine
20,Male,sales,5000,Wife,Birthday,
25,Male,security gaurd at night club,10000,Wife,Birthday,
15,Male,Student,5000,Wife,Birthday,
15,Female,Student,0,Wife,Birthday,
20,Male,Engineer,20000,Wife,Birthday,لما يكون في ايفينت بقا
20,Female,Teacher,0,Wife,Birthday,
20,Male,Engineer,5000,Wife,Birthday,
20,Female,Student,0,Wife,Birthday,A special gift
20,Male,driver,5000,Wife,Birthday,car accessories
20,Male,Student,0,Wife,Birthday,watch
25,Male,waiter,5000,Wife,Birthday,photo's frame
25,Male,Engineer,10000,Wife,Birthday,chocolate
20,Male,Student,0,Wife,Birthday,classic watches
20,Female,Student,0,Wife,Birthday,toys
20,Male,Student,0,Wife,Birthday,perfumes
20,Male,Student,0,Wife,Birthday,sunglasses
20,Male,Student,0,Wife,Birthday,clothes
20,Male,skate trainer,5000,Wife,Birthday,skate equipment
25,Female,housewife,0,Wife,Birthday,hats
30,Female,housewife,0,Wife,Birthday,
54,Female,nurse,5000,Wife,Birthday,food
58,Male,worker,5000,Wife,Birthday,fishing tools
45,Male,Engineer,32767,Wife,Birthday,men accessories
40,Female,housewife,5000,Wife,Birthday,food
15,Male,Student,0,Wife,Birthday,video games
45,Male,driver,5000,Wife,Birthday,money
40,Female,housewife,0,Wife,Birthday,spending time
15,Male,Student,0,Wife,Birthday,lighters
15,Female,Student,0,Wife,Birthday,skin care
83,Male,retired,5000,Wife,Birthday,
75,Female,housewife,0,Wife,Birthday,spending time
51,Male,Engineer,0,Wife,Birthday,good memories
15,Female,Student,0,Wife,Birthday,flowers
45,Female,housewife,0,Wife,Birthday,flowers
30,Female,housewife,5000,Wife,Birthday,spending good times and food
25,Female,Teacher,5000,Wife,Birthday,food
25,Female,housewife,0,Wife,Birthday,food
25,Male,Doctor,10000,Wife,Birthday,manga
15,Male,Student,0,Wife,Birthday,pink rose
15,Male,Student,0,Wife,Birthday,playstation
15,Female,Student,0,Wife,Birthday,earrings
15,Female,Student,0,Wife,Birthday,barbie doll
15,Female,Student,0,Wife,Birthday,flowers
15,Female,Student,0,Wife,Birthday,chocolate
25,Male,Engineer,10000,Wife,Birthday,women clothes
15,Male,Student,0,Wife,Birthday,bike
15,Male,Student,5000,Wife,Birthday,playstaions
40,Male,businessman,250,Wife,Birthday,cars
20,Female,Engineer,20000,Wife,Birthday,Cinema tickets
20,Female,Chemistry engineer,30000,Wife,Birthday,Diamond ring with flowers
20,Female,Engineer,5000,Wife,Birthday,Perfumes
25,Female,Teacher,10000,Wife,Birthday,.
20,Female,TA assistant,0,Wife,Birthday,Rings
20,Female,Teacher,15000,Wife,Birthday,.
20,Female,Teacher,5000,Wife,Birthday,
20,Female,Doctor,20000,Wife,Birthday,Cake
20,Female,Doctor,15000,Wife,Birthday,Wallet
15,Female,Student,0,Wife,Birthday,red roses
25,Male,Student,0,Wife,Birthday,
40,Female,Teacher,5000,Wife,Birthday,books
25,Male,Student,0,Wife,Birthday,clothes
15,Female,Engineer,0,Wife,Birthday,Chocolate
15,Male,Student,0,Wife,Birthday,perfumes
20,Female,gym trainer,5000,Wife,Birthday,training suits
20,Female,model,10000,Wife,Birthday,fashion clothes
20,Male,Student,0,Wife,Birthday,اللي الشخص محتاجه بجيبه
25,Female,Teacher,5000,Wife,Birthday,
20,Female,Student,0,Wife,Birthday,clothes
25,Female,vloger,10000,Wife,Birthday,gold
20,Female,Doctor,0,Wife,Birthday,Cake
20,Female,Student,0,Wife,Birthday,Flowers
20,Male,Student,0,Wife,Birthday,Flowers
20,Female,Student,0,Wife,Birthday,Food
30,Female,Teacher,5000,Wife,Birthday,محفظه
35,Male,Doctor,32767,Wife,Birthday,Flowers
20,Male,Student,0,Wife,Birthday,Shoes
15,Male,Student,0,Wife,Birthday,Watch
20,Male,Student,0,Wife,Birthday,Video games
20,Female,Student,0,Wife,Birthday,Book
20,Male,Student,0,Wife,Birthday,Food
25,Female,Sales,5000,Wife,Birthday,Chocolate
20,Male,Student,0,Wife,Birthday,Accessories for men
25,Male,Doctor,5000,Wife,Birthday,Books
25,Female,Secretary,10000,Wife,Birthday,Jewellery
20,Male,Engineer,0,Wife,Birthday,
15,Female,Doctor,0,Wife,Birthday,to go outside with by special friend eat Korean food we like.
45,Male,Student,0,Wife,Birthday,Clothes
45,Female,Teacher,20000,Wife,Birthday,Benzena
35,Male,banker,15000,Wife,Birthday,dress
30,Male,Engineer,20000,Wife,Birthday,
35,Male,Teacher,10000,Wife,Birthday,
45,Male,Doctor,20000,Wife,Birthday,Car
15,Male,Engineer,0,Wife,Birthday,car
40,Male,Doctor,20000,Wife,Birthday,cake
45,Female,Doctor,0,Wife,Birthday,Vape
35,Male,Doctor,5000,Wife,Birthday,car
40,Male,Teacher,20000,Wife,Birthday,Clothes
30,Male,Singer,32767,Wife,Birthday,Watch
40,Male,Teacher,10000,Wife,Birthday,car
15,,Engineer,0,Wife,Birthday,Watch
40,Male,Engineer,20000,Wife,Birthday,Watch
35,Male,Doctor,20000,Wife,Birthday,Christmas tree
45,Female,Police,20000,Wife,Birthday,Bag
35,Male,Footballer,20000,Wife,Birthday,Braclet
35,Male,Engineer,15000,Wife,Birthday,car
45,Male,Doctor,0,Wife,Birthday,Watch
40,Male,Doctor,20000,Wife,Birthday,PlayStation
15,Female,Engineer,20000,Wife,Birthday,Pizza
25,Male,Engineer,10000,Wife,Birthday,Ps5
45,Male,Doctor,15000,Wife,Birthday,Car
40,Male,Teacher,5000,Wife,Birthday,Watch
35,Male,Doctor,20000,Wife,Birthday,car
45,Female,Teacher,15000,Wife,Birthday,Perfumes
45,Male,Teacher,15000,Wife,Birthday,Watch
15,Male,Engineer,20000,Wife,Birthday,Pitssa
40,Male,Engineer,20000,Wife,Birthday,Christmas socks
45,Male,Doctor,20000,Wife,Birthday,Chocolate
15,Male,Engineer,20000,Wife,Birthday,car
35,Female,Doctor,20000,Wife,Birthday,jacket
35,Female,Teacher,15000,Wife,Birthday,Car
35,Male,Naguib saweras partner,20000,Wife,Birthday,Watch
40,Male,Engineer,20000,Wife,Birthday,Car
15,Male,Teacher,15000,Wife,Birthday,car
40,Male,Teacher,0,Wife,Birthday,Primoss
15,Male,Teacher,0,Wife,Birthday,Food
40,Male,Teacher,20000,Wife,Birthday,Batmobile
15,Female,Teacher,15000,Wife,Birthday,car
40,Male,Doctor,10000,Wife,Birthday,Car
45,Male,Doctor,20000,Wife,Birthday,
35,Male,Singer,32767,Wife,Birthday,Perfumes
40,Male,Engineer,10000,Wife,Birthday,car
15,Male,Teacher,5000,Wife,Birthday,Abu trika
15,Male,Doctor,10000,Wife,Birthday,car
40,Female,Doctor,15000,Wife,Birthday,Dildo
25,Male,Footballer at el ahly sc,20000,Wife,Birthday,Football boots
35,Male,Engineer,10000,Wife,Birthday,car
15,Male,Doctor,15000,Wife,Birthday,Watch
15,Female,Doctor,15000,Wife,Birthday,Food
15,Female,Teacher,10000,Wife,Birthday,Food
25,Male,Student,2000,Son,fa_day,Phone cases:
20,Female,Student,2300,Son,fa_day,Phone cases:
20,Male,Engineer,2160,Son,fa_day,Watch
20,Female,Engineer,5000,Son,fa_day,Phone cases:
,Female,Engineer,5000,Son,fa_day,Book boxes
17,Female,Student,5000,Son,fa_day,Book boxes
20,Female,Student,5000,Son,fa_day,Pens
20,Male,Teacher,15000,Son,fa_day,Phone cases:
27,Male,Teacher,12000,Son,fa_day,Pens
20,Female,Student,11000,Son,fa_day,Phone cases:
20,Female,Student,2000,Son,fa_day,Book boxes
27,Male,Teacher,10000,Son,fa_day,Pens
20,Female,Student,5000,Son,fa_day,Hats
20,Female,Student,5000,Son,fa_day,Phone cases:
33,Male,Engineer,25000,Son,fa_day,Book boxes
27,Female,Doctor,50000,Son,fa_day,Iphone with ipad and macbook
33,Female,House wife,5000,Son,fa_day,Hats
35,Male,accountant,6000,Son,fa_day,Hats
20,Male,Teacher,7000,Son,fa_day,Pens
20,Female,Engineer,17000,Son,fa_day,Book boxes
20,Female,Engineer,5000,Son,fa_day,Book boxes
33,Male,Engineer,22000,Son,fa_day,Hats
27,Female,Doctor,21000,Son,fa_day,Hats
20,Female,Teacher,7000,Son,fa_day,Phone cases:
20,Female,Engineer,75000,Son,fa_day,Pens
20,Female,Teacher,20000,Son,fa_day,Hats
20,Female,Student,80000,Son,fa_day,Phone cases:
33,Male,Prefer not to say,22000,Son,fa_day,Book boxes
20,Female,Doctor,5000,Son,fa_day,Hats
41,Female,Teacher,1000,Son,fa_day,Pens
,,,,,,
27,Female,,5000,Son,fa_day,
33,Female,Doctor,5000,Son,fa_day,Book boxes
20,Female,Student,2000,Son,fa_day,Pens
27,Male,Engineer,5000,Son,fa_day,Hats
20,Male,Student,2600,Son,fa_day,Book boxes
27,Male,Gard of mall,5000,Son,fa_day,Phone cases:
20,Male,Teacher,15000,Son,fa_day,Hats
35,Female,Doctor,16000,Son,fa_day,Phone cases:
35,Female,Engineer,20000,Son,fa_day,Book boxes
,,,,,,
20,Female,Student,2670,Son,fa_day,Hats
,Female,Student,12000,Son,fa_day,Book boxes
20,Female,,5000,Son,fa_day,Hats
20,Female,Student,10000,Son,fa_day,Pens
20,Male,Engineer,5000,Son,fa_day,Phone cases:
27,Male,Teacher,,Son,fa_day,Book boxes
20,Female,Engineer,2400,Son,fa_day,Pens
20,Female,Student,2500,Son,fa_day,Watch
27,Male,Engineer,2500,Son,fa_day,Phone cases:
20,Male,Student,2600,Son,fa_day,Hats
33,Male,Engineer,220,Son,fa_day,Pens
20,Male,Student,550,Son,mo_day,Hair and makeup
22,Female,Student,1200,Son,mo_day,Home decor box
22,Male,Engineer,2000,Son,mo_day,Hair and makeup
22,Female,Engineer,2200,Son,mo_day,Hair and makeup
,Female,Engineer,2600,Son,mo_day,Home decor box
20,Female,Student,2300,Son,mo_day,Hair and makeup
22,Female,Student,5000,Son,mo_day,Beauty boxes
22,Male,Teacher,11000,Son,mo_day,Movie tickets
27,Male,Teacher,12000,Son,mo_day,Beauty boxes
20,Female,Student,5000,Son,mo_day,Hair and makeup
27,Male,Teacher,5000,Son,mo_day,Movie tickets
22,Female,Student,2000,Son,mo_day,Hair and makeup
20,Female,Student,5000,Son,mo_day,Movie tickets
33,Male,Engineer,200000,Son,mo_day,Hair and makeup
27,Female,Doctor,50000,Son,mo_day,Iphone with perfume
33,Female,House wife,5000,Son,mo_day,Home decor box
35,Male,accountant,5000,Son,mo_day,Hair and makeup
22,Male,Teacher,5000,Son,mo_day,Home decor box
22,Female,Engineer,12000,Son,mo_day,Hair and makeup
23,Female,Engineer,5000,Son,mo_day,Beauty boxes
35,Male,Engineer,21000,Son,mo_day,Movie tickets
27,Female,Doctor,20000,Son,mo_day,Home decor box
23,Female,Teacher,9000,Son,mo_day,Beauty boxes
23,Female,Engineer,75000,Son,mo_day,Home decor box
23,Female,Teacher,21000,Son,mo_day,Home decor box
23,Female,Student,80000,Son,mo_day,Hair and makeup
35,Male,Prefer not to say,250000,Son,mo_day,Movie tickets
23,Female,Doctor,5000,Son,mo_day,Movie tickets
41,Female,Teacher,100000,Son,mo_day,Movie tickets
,,,,,,
27,Female,,10000,Son,mo_day,Home decor box
23,Female,Student,5000,Son,mo_day,Movie tickets
35,Female,Doctor,100000,Son,mo_day,Hair and makeup
20,Female,Student,2500,Son,mo_day,Home decor box
27,Male,Engineer,7000,Son,mo_day,Movie tickets
23,Male,Student,5000,Son,mo_day,Home decor box
27,Male,Gard of mall,5000,Son,mo_day,Beauty boxes
23,Male,Teacher,23000,Son,mo_day,Movie tickets
35,Female,Doctor,20000,Son,mo_day,Home decor box
35,Female,Engineer,25000,Son,mo_day,Movie tickets
,,,,,,
,Female,Student,25000,Son,mo_day,Movie tickets
23,Female,,1000,Son,mo_day,Movie tickets
25,Female,Student,10000,Son,mo_day,Hair and makeup
25,Male,Engineer,5200,Son,mo_day,Movie tickets
27,Male,Teacher,,Son,mo_day,Home decor box
25,Female,Engineer,5000,Son,mo_day,Home decor box
20,Female,Student,50000,Son,mo_day,Beauty boxes
27,Male,Engineer,5000,Son,mo_day,Hair and makeup
35,Male,Engineer,12000,Son,mo_day,Home decor box
25,Male,Student,5000,Any,weddings,Beach vacations
25,Female,Student,220,Any,weddings,Beach vacations
25,Male,Engineer,2200,Any,weddings,Beach vacations
25,Female,Engineer,7000,Any,weddings,Adventure trips
,Female,Engineer,5000,Any,weddings,Movie tickets
20,Female,Student,5000,Any,weddings,Beach vacations
25,Male,Teacher,10000,Any,weddings,Adventure trips
27,Male,Teacher,15000,Any,weddings,Adventure trips
20,Female,Student,7800,Any,weddings,Smart Speakers
25,Female,Student,5000,Any,weddings,Movie tickets
27,Male,Teacher,5000,Any,weddings,Beach vacations
25,Female,Student,2500,Any,weddings,Smart Speakers
20,Female,Student,2600,Any,weddings,Smart Speakers
35,Male,Engineer,25000,Any,weddings,Adventure trips
27,Female,Doctor,50000,Any,weddings,Movie tickets
35,Female,House wife,5000,Any,weddings,Smart Speakers
47,Male,accountant,5000,Any,weddings,Adventure trips
25,Male,Teacher,10000,Any,weddings,Movie tickets
25,Female,Engineer,15000,Any,weddings,Adventure trips
25,Female,Engineer,5000,Any,weddings,Beach vacations
35,Male,Engineer,2000,Any,weddings,Smart Speakers
27,Female,Doctor,20000,Any,weddings,Movie tickets
25,Female,Teacher,5000,Any,weddings,Adventure trips
25,Female,Engineer,75000,Any,weddings,Movie tickets
25,Female,Teacher,20000,Any,weddings,Smart Speakers
25,Female,Student,80000,Any,weddings,Beach vacations
35,Male,Prefer not to say,20000,Any,weddings,Smart Speakers
25,Female,Doctor,50000,Any,weddings,Adventure trips
41,Female,Teacher,11000,Any,weddings,Beach vacations
,,,,,,
27,Female,,5000,Any,weddings,Beach vacations
35,Female,Doctor,12000,Any,weddings,Movie tickets
20,Female,Student,5000,Any,weddings,Movie tickets
27,Male,Engineer,2000,Any,weddings,Beach vacations
25,Male,Student,50000,Any,weddings,Smart Speakers
27,Male,Gard of mall,5000,Any,weddings,Beach vacations
25,Male,Teacher,21000,Any,weddings,Movie tickets
47,Female,Doctor,15000,Any,weddings,Adventure trips
47,Female,Engineer,12000,Any,weddings,Smart Speakers
,,,,,,
,Female,Student,20000,Any,weddings,Movie tickets
25,Female,,5200,Any,weddings,Movie tickets
25,Female,Student,12000,Any,weddings,Smart Speakers
25,Male,Engineer,5600,Any,weddings,Smart Speakers
27,Male,Teacher,,Any,weddings,Movie tickets
27,Male,Engineer,5000,Any,weddings,Beach vacations
35,Male,Engineer,10000,Any,weddings,Adventure trips
25,Male,Student,4500,Any,Thanksgiving,Entertainment Gift Cards
25,Female,Student,4500,Any,Thanksgiving,Snack boxes
25,Male,Engineer,4500,Any,Thanksgiving,Don't understand the question
25,Female,Engineer,4500,Any,Thanksgiving,Music Gift Cards
,Female,Engineer,4500,Any,Thanksgiving,Bags
20,Female,Student,4500,Any,Thanksgiving,Snack boxes
25,Female,Student,4500,Any,Thanksgiving,Music Gift Cards
25,Male,Teacher,10000,Any,Thanksgiving,Entertainment Gift Cards
27,Male,Teacher,10000,Any,Thanksgiving,Music Gift Cards
20,Female,Student,6000,Any,Thanksgiving,Music Gift Cards
25,Female,Student,4500,Any,Thanksgiving,Entertainment Gift Cards
27,Male,Teacher,6000,Any,Thanksgiving,Bags
23,Male,Engineer,22000,Any,Thanksgiving,Music Gift Cards
27,Female,Doctor,50000,Any,Thanksgiving,Bags
32,Female,House wife,4500,Any,Thanksgiving,Snack boxes
47,Male,accountant,6000,Any,Thanksgiving,Entertainment Gift Cards
25,Male,Teacher,6000,Any,Thanksgiving,Entertainment Gift Cards
25,Female,Engineer,16000,Any,Thanksgiving,Music Gift Cards
25,Female,Engineer,4500,Any,Thanksgiving,Entertainment Gift Cards
32,Male,Engineer,22000,Any,Thanksgiving,Snack boxes
27,Female,Doctor,22000,Any,Thanksgiving,Snack boxes
25,Female,Teacher,6000,Any,Thanksgiving,Snack boxes
20,Female,Engineer,75000,Any,Thanksgiving,Entertainment Gift Cards
20,Female,Teacher,22000,Any,Thanksgiving,Snack boxes
20,Female,Student,80000,Any,Thanksgiving,Music Gift Cards
32,Male,Prefer not to say,22000,Any,Thanksgiving,Snack boxes
20,Female,Doctor,6000,Any,Thanksgiving,Entertainment Gift Cards
41,Female,Teacher,10000,Any,Thanksgiving,Entertainment Gift Cards
,,,,,,
27,Female,,6000,Any,Thanksgiving,Snack boxes
32,Female,Doctor,6000,Any,Thanksgiving,Snack boxes
20,Female,Student,4500,Any,Thanksgiving,Bags
27,Male,Engineer,6000,Any,Thanksgiving,Entertainment Gift Cards
20,Male,Student,4500,Any,Thanksgiving,Bags
27,Male,Gard of mall,4500,Any,Thanksgiving,Entertainment Gift Cards
20,Male,Teacher,22000,Any,Thanksgiving,Snack boxes
47,Female,Doctor,16000,Any,Thanksgiving,Entertainment Gift Cards
47,Female,Engineer,22000,Any,Thanksgiving,Snack boxes
,,,,,,
20,Female,Student,4500,Any,Thanksgiving,Music Gift Cards
,Female,Student,20000,Any,Thanksgiving,Entertainment Gift Cards
20,Female,Student,4500,Any,Thanksgiving,Bags
20,Female,,4500,Any,Thanksgiving,Bags
20,Female,Student,10000,Any,Thanksgiving,Entertainment Gift Cards
20,Male,Engineer,6000,Any,Thanksgiving,Music Gift Cards
27,Male,Teacher,,Any,Thanksgiving,Bags
20,Female,Engineer,4500,Any,Thanksgiving,Snack boxes
20,Female,Student,4500,Any,Thanksgiving,Entertainment Gift Cards
27,Male,Engineer,4500,Any,Thanksgiving,Entertainment Gift Cards
20,Male,Student,4500,Any,Thanksgiving,Music Gift Cards
32,Male,Engineer,10000,Any,Thanksgiving,انا
20,Male,Student,4500,Any,new_year,T-shirts
20,Female,Student,4500,Any,new_year,Online Gift Cards
20,Male,Engineer,4500,Any,new_year,Sweet
20,Female,Engineer,4500,Any,new_year,Water bottles
,Female,Engineer,4500,Any,new_year,Headphones
20,Female,Student,4500,Any,new_year,T-shirts
20,Female,Student,4500,Any,new_year,Headphones
20,Male,Teacher,10000,Any,new_year,Water bottles
27,Male,Teacher,10000,Any,new_year,Water bottles
20,Female,Student,6000,Any,new_year,Headphones
20,Female,Student,4500,Any,new_year,Water bottles
27,Male,Teacher,6000,Any,new_year,Water bottles
20,Female,Student,4500,Any,new_year,Headphones
32,Male,Engineer,20000,Any,new_year,Water bottles
27,Female,Doctor,50000,Any,new_year,Headphones
32,Female,House wife,4500,Any,new_year,Online Gift Cards
47,Male,accountant,6000,Any,new_year,Water bottles
20,Male,Teacher,6000,Any,new_year,Water bottles
20,Female,Engineer,16000,Any,new_year,Headphones
20,Female,Engineer,4500,Any,new_year,Online Gift Cards
32,Male,Engineer,20000,Any,new_year,T-shirts
27,Female,Doctor,20000,Any,new_year,Online Gift Cards
20,Female,Teacher,6000,Any,new_year,Water bottles
20,Female,Engineer,75000,Any,new_year,Online Gift Cards
20,Female,Teacher,20000,Any,new_year,Online Gift Cards
20,Female,Student,80000,Any,new_year,T-shirts
32,Male,Prefer not to say,20000,Any,new_year,Water bottles
20,Female,Doctor,6000,Any,new_year,Water bottles
41,Female,Teacher,10000,Any,new_year,Online Gift Cards
,,,,,,
27,Female,,6000,Any,new_year,Water bottles
32,Female,Doctor,6000,Any,new_year,Water bottles
27,Male,Engineer,6000,Any,new_year,Water bottles
20,Male,Student,4500,Any,new_year,Headphones
27,Male,Gard of mall,4500,Any,new_year,Online Gift Cards
20,Male,Teacher,20000,Any,new_year,Water bottles
47,Female,Doctor,16000,Any,new_year,T-shirts
47,Female,Engineer,20000,Any,new_year,Headphones
,,,,,,
20,Female,Student,4500,Any,new_year,Water bottles
,Female,Student,20000,Any,new_year,Headphones
20,Female,,4500,Any,new_year,Online Gift Cards
20,Female,Student,10000,Any,new_year,T-shirts
20,Male,Engineer,6000,Any,new_year,T-shirts
27,Male,Teacher,,Any,new_year,Headphones
27,Male,Engineer,4500,Any,new_year,Online Gift Cards
20,Male,Student,4500,Any,new_year,Online Gift Cards
32,Male,Engineer,10000,Any,new_year,T-shirts
20,Male,Student,4500,Any,easter,Snack boxes
20,Female,Student,4500,Any,easter,Snack boxes
20,Male,Engineer,4500,Any,easter,Don't understand the question
20,Female,Engineer,4500,Any,easter,Snack boxes
,Female,Engineer,4500,Any,easter,Toy box
20,Female,Student,4500,Any,easter,Toy box
20,Female,Student,4500,Any,easter,Toy box
20,Male,Teacher,10000,Any,easter,Wine/Beer box
27,Male,Teacher,10000,Any,easter,Snack boxes
20,Female,Student,6000,Any,easter,Craft box
20,Female,Student,4500,Any,easter,Wine/Beer box
27,Male,Teacher,6000,Any,easter,Wine/Beer box
32,Male,Engineer,20000,Any,easter,Wine/Beer box
27,Female,Doctor,50000,Any,easter,Toy box
32,Female,House wife,4500,Any,easter,Craft box
47,Male,accountant,6000,Any,easter,Wine/Beer box
20,Male,Teacher,6000,Any,easter,Craft box
20,Female,Engineer,16000,Any,easter,Snack boxes
20,Female,Engineer,4500,Any,easter,Craft box
32,Male,Engineer,20000,Any,easter,Craft box
27,Female,Doctor,20000,Any,easter,Toy box
25,Female,Teacher,6000,Any,easter,Wine/Beer box
25,Female,Engineer,75000,Any,easter,Wine/Beer box
25,Female,Teacher,20000,Any,easter,Snack boxes
25,Female,Student,80000,Any,easter,Toy box
32,Male,Prefer not to say,20000,Any,easter,Toy box
25,Female,Doctor,6000,Any,easter,Toy box
41,Female,Teacher,10000,Any,easter,Toy box
,,,,,,
27,Female,,6000,Any,easter,Snack boxes
32,Female,Doctor,6000,Any,easter,
20,Female,Student,4500,Any,easter,Snack boxes
27,Male,Engineer,6000,Any,easter,Snack boxes
27,Male,Gard of mall,4500,Any,easter,Craft box
25,Male,Teacher,20000,Any,easter,Toy box
47,Female,Doctor,16000,Any,easter,Snack boxes
47,Female,Engineer,20000,Any,easter,Wine/Beer box
,,,,,,
20,Female,Student,4500,Any,easter,Craft box
,Female,Student,25000,Any,easter,Wine/Beer box
25,Female,,4500,Any,easter,Snack boxes
25,Female,Student,10000,Any,easter,Craft box
25,Male,Engineer,6000,Any,easter,Craft box
27,Male,Teacher,,Any,easter,Snack boxes
27,Male,Engineer,4500,Any,easter,Wine/Beer box
25,Male,Student,4500,Any,easter,Wine/Beer box
32,Male,Engineer,10000,Any,easter,Craft box
25,Male,Student,4500,friend,baptisms,Tablets
25,Female,Student,4500,friend,baptisms,Tablets
25,Male,Engineer,4500,friend,baptisms,Don't understand the question
25,Female,Engineer,4500,friend,baptisms,Clothing box
,Female,Engineer,4500,friend,baptisms,Clothing box
20,Female,Student,4500,friend,baptisms,Clothing box
25,Female,Student,4500,friend,baptisms,Toy box
25,Male,Teacher,10000,friend,baptisms,Tablets
27,Male,Teacher,10000,friend,baptisms,Clothing box
20,Female,Student,6000,friend,baptisms,Clothing box
25,Female,Student,4000,friend,baptisms,Clothing box
27,Male,Teacher,6000,friend,baptisms,Clothing box
20,Female,Student,4000,friend,baptisms,Toy box
32,Male,Engineer,25000,friend,baptisms,Clothing box
27,Female,Doctor,50000,friend,baptisms,Clothing box
32,Female,House wife,4000,friend,baptisms,Toy box
47,Male,accountant,6000,friend,baptisms,Toy box
25,Male,Teacher,6000,friend,baptisms,Toy box
25,Female,Engineer,16000,friend,baptisms,Clothing box
27,Female,Doctor,25000,friend,baptisms,Clothing box
25,Female,Teacher,6000,friend,baptisms,Clothing box
25,Female,Engineer,75000,friend,baptisms,Clothing box
25,Female,Teacher,25000,friend,baptisms,Tablets
25,Female,Student,80000,friend,baptisms,Toy box
32,Male,Prefer not to say,25000,friend,baptisms,Toy box
25,Female,Doctor,6000,friend,baptisms,Clothing box
41,Female,Teacher,10000,friend,baptisms,Clothing box
,,,,,,
27,Female,,6000,friend,baptisms,Clothing box
32,Female,Doctor,6000,friend,baptisms,Toy box
20,Female,Student,4000,friend,baptisms,Tablets
27,Male,Engineer,6000,friend,baptisms,Clothing box
25,Male,Student,4000,friend,baptisms,Toy box
27,Male,Gard of mall,4000,friend,baptisms,Clothing box
25,Male,Teacher,25000,friend,baptisms,Toy box
47,Female,Doctor,16000,friend,baptisms,Clothing box
47,Female,Engineer,25000,friend,baptisms,Clothing box
,,,,,,
20,Female,Student,4000,friend,baptisms,Snack boxes
,Female,Student,25000,friend,baptisms,Clothing box
25,Female,Student,4000,friend,baptisms,Snack boxes
25,Female,,4000,friend,baptisms,Snack boxes
25,Female,Student,10000,friend,baptisms,Snack boxes
25,Male,Engineer,6000,friend,baptisms,Snack boxes
27,Male,Teacher,,friend,baptisms,Tablets
25,Female,Engineer,4000,friend,baptisms,Snack boxes
27,Male,Engineer,4000,friend,baptisms,Tablets
25,Male,Student,4000,friend,baptisms,Clothing box
32,Male,Engineer,10000,friend,baptisms,Toy box
25,Male,Student,4000,any,eid_feter,Movie tickets
25,Female,Student,4000,any,eid_feter,Cooking classes
25,Male,Engineer,4000,any,eid_feter,Movie tickets
25,Female,Engineer,4000,any,eid_feter,Movie tickets
,Female,Engineer,4000,any,eid_feter,
20,Female,Student,4000,any,eid_feter,
25,Female,Student,2000,any,eid_feter,Restaurant gift cards
25,Male,Teacher,10000,any,eid_feter,
27,Male,Teacher,10000,any,eid_feter,Movie tickets
20,Female,Student,7000,any,eid_feter,Cooking classes
25,Female,Student,2000,any,eid_feter,Movie tickets
27,Male,Teacher,7000,any,eid_feter,Cameras
20,Female,Student,2000,any,eid_feter,Cameras
32,Male,Engineer,25000,any,eid_feter,Cameras
27,Female,Doctor,50000,any,eid_feter,Cooking classes
32,Female,House wife,2000,any,eid_feter,Cameras
47,Male,accountant,7000,any,eid_feter,Cameras
25,Male,Teacher,7000,any,eid_feter,Restaurant gift cards
25,Female,Engineer,16000,any,eid_feter,Cameras
25,Female,Engineer,2000,any,eid_feter,Restaurant gift cards
27,Female,Doctor,25000,any,eid_feter,Movie tickets
25,Female,Teacher,7000,any,eid_feter,Cooking classes
25,Female,Engineer,75000,any,eid_feter,Movie tickets
25,Female,Teacher,25000,any,eid_feter,Cameras
25,Female,Student,80000,any,eid_feter,Cooking classes
32,Male,Prefer not to say,25000,any,eid_feter,Restaurant gift cards
25,Female,Doctor,7000,any,eid_feter,Restaurant gift cards
41,Female,Teacher,10000,any,eid_feter,Cooking classes
,,,,,,
27,Female,,7000,any,eid_feter,Movie tickets
25,Female,Student,2000,any,eid_feter,Cameras
32,Female,Doctor,7000,any,eid_feter,Cooking classes
20,Female,Student,2000,any,eid_feter,Restaurant gift cards
27,Male,Engineer,7000,any,eid_feter,Cameras
25,Male,Student,2000,any,eid_feter,Cameras
27,Male,Gard of mall,2000,any,eid_feter,Cameras
25,Male,Teacher,25000,any,eid_feter,Cameras
47,Female,Doctor,16000,any,eid_feter,Cooking classes
47,Female,Engineer,25000,any,eid_feter,Restaurant gift cards
,,,,,,
20,Female,Student,2000,any,eid_feter,Cooking classes
,Female,Student,25000,any,eid_feter,Cooking classes
25,Female,,2000,any,eid_feter,Cooking classes
25,Female,Student,10000,any,eid_feter,Restaurant gift cards
25,Male,Engineer,7000,any,eid_feter,Movie tickets
